year,title,artist,genre,peak_pos,wks_on_chart,duration,popularity,energy,danceability,loudness,speechiness,liveness
1962,Old Rivers,Walter Brennan,Pop,5,11,284000,34,0.895,0.436,-6.458,0.0703,0.421
1962,The Loco-Motion,Little Eva,Pop,1,16,193000,59,0.913,0.755,-5.058,0.0391,0.0242
1962,The One Who Really Loves You,Mary Wells,Pop,8,17,147000,50,0.407,0.769,-13.556,0.031,0.244
1962,You Don't Know Me,Ray Charles,R&B,2,11,196426,34,0.286,0.237,-12.529,0.0313,0.103
1962,Next Door To An Angel,Neil Sedaka,Pop,5,11,146000,37,0.931,0.763,-4.163,0.0576,0.164
1962,All Alone Am I,Brenda Lee,Pop,3,15,166000,46,0.342,0.409,-8.458,0.0252,0.357
1962,Run To Him,Bobby Vee,Pop,2,15,87000,33,0.0195,0.657,-22.581,0.056,0.351
1962,Party Lights,Claudine Clark,Pop,5,15,104000,29,0.278,0.838,-12.266,0.209,0.0994
1962,Mama Sang A Song,Bill Anderson,Country,89,4,213973,15,0.158,0.475,-19.223,0.0422,0.346
1962,Norman,Sue Thompson,Pop,3,16,248000,73,0.203,0.215,-12.65,0.0346,0.0923
1962,Love Letters,Ketty Lester,Pop,5,14,93000,47,0.449,0.828,-11.712,0.181,0.103
1962,A Little Bitty Tear,Burl Ives,Pop,9,14,126000,25,0.274,0.512,-14.106,0.0411,0.183
1963,Faded Love,Patsy Cline,Country,96,3,224133,35,0.166,0.463,-13.04,0.0311,0.138
1963,Mean Woman Blues,Roy Orbison,Pop,5,13,136000,36,0.608,0.395,-10.413,0.079,0.436
1963,Washington Square,The Village Stompers,Pop,2,14,221000,30,0.843,0.459,-7.005,0.0577,0.337
1963,Still,Bill Anderson,Country,8,15,171253,34,0.104,0.52,-21.031,0.0502,0.107
1963,Today,The New Christy Minstrels,Folk,17,13,163800,31,0.242,0.415,-15.81,0.028,0.096
1963,Surfer Girl,The Beach Boys,Pop,7,14,148000,52,0.372,0.522,-8.364,0.0253,0.142
1963,Blue Velvet,Bobby Vinton,Pop,1,15,64000,65,0.249,0.546,-12.787,0.22,0.0678
1963,Blue On Blue,Bobby Vinton,Pop,3,13,274000,59,0.843,0.51,-5.611,0.0275,0.0899
1963,Maria Elena,Los Indios Tabajaras,Pop,6,14,193000,58,0.801,0.784,-5.157,0.0337,0.0862
1963,Rhythm Of The Rain,The Cascades,Pop,3,16,146000,63,0.66,0.659,-8.337,0.0441,0.136
1963,Take These Chains From My Heart,Ray Charles,Pop,8,11,176000,37,0.131,0.435,-11.274,0.0287,0.113
1963,The Monkey Time,Major Lance,Pop,8,15,166000,28,0.675,0.798,-8.707,0.0488,0.114
1963,The Night Has A Thousand Eyes,Bobby Vee,Pop,3,14,155000,45,0.506,0.556,-10.771,0.0326,0.0905
1963,The End Of The World,Skeeter Davis,Pop,2,17,139000,73,0.705,0.647,-5.497,0.0531,0.226
1963,Reverend Mr. Black,The Kingston Trio,Pop,8,11,184000,24,0.309,0.573,-16.006,0.0502,0.356
1963,Another Saturday Night,Sam Cooke,R&B,10,11,161920,49,0.653,0.775,-7.865,0.0512,0.108
1963,Walk Right In,The Rooftop Singers,Pop,1,13,157000,44,0.66,0.681,-10.426,0.0319,0.0669
1963,Deep Purple,Nino Tempo & April Stevens,Pop,1,15,160000,30,0.32,0.507,-12.472,0.0305,0.153
1963,My Dad,Paul Petersen,Pop,6,16,267000,62,0.698,0.73,-5.089,0.508,0.322
1963,Our Winter Love,Bill Pursell,Pop,9,14,233000,23,0.164,0.535,-16.869,0.0304,0.111
1963,South Street,The Orlons,Pop,3,13,237000,55,0.585,0.78,-8.766,0.0389,0.083
1963,Up On The Roof,The Drifters,Pop,5,20,157000,57,0.29,0.693,-17.501,0.0334,0.137
1963,I Will Follow Him,Little Peggy March,Pop,1,14,148000,53,0.44,0.638,-10.892,0.0348,0.515
1963,Fools Rush In,Rick Nelson,Pop,12,13,149000,53,0.12,0.633,-20.066,0.0428,0.121
1963,Two Lovers,Mary Wells,Pop,7,13,166000,46,0.405,0.678,-16.965,0.0304,0.109
1963,Easier Said Than Done,The Essex,Pop,1,13,174000,74,0.399,0.547,-9.808,0.0246,0.132
1963,If I Had A Hammer,Trini Lopez,Pop,3,14,121000,44,0.423,0.628,-11.231,0.0365,0.16
1963,Two Faces Have I,Lou Christie,Pop,6,15,165000,32,0.584,0.649,-8.086,0.0349,0.0996
1963,So Much In Love,The Tymes,Pop,1,15,178000,70,0.953,0.522,-4.347,0.0833,0.211
1963,On Broadway,The Drifters,R&B,9,10,181213,41,0.356,0.738,-14.788,0.0341,0.248
1963,Detroit City,Bobby Bare,Country,16,12,168066,40,0.285,0.551,-13.231,0.0289,0.112
1963,Hello Stranger,Barbara Lewis,Pop,3,14,166000,52,0.164,0.458,-23.883,0.0304,0.125
1963,If You Need Me,Solomon Burke,R&B,37,11,154613,38,0.29,0.462,-12.225,0.0468,0.123
1963,If You Wanna Be Happy,Jimmy Soul,Pop,1,14,143000,52,0.866,0.673,-8.34,0.0391,0.328
1963,In Dreams,Roy Orbison,Pop,7,13,161000,62,0.475,0.602,-10.29,0.0279,0.0918
1963,Sweet Dreams (Of You),Patsy Cline,Country,44,10,157533,46,0.0321,0.424,-21.804,0.0334,0.369
1963,You Are My Sunshine,Ray Charles,Pop,7,12,82000,73,0.121,0.574,-14.275,0.0426,0.353
1963,I Love You Because,Al Martino,Pop,3,16,165000,49,0.152,0.557,-16.91,0.0319,0.0906
1963,Then He Kissed Me,The Crystals,Pop,6,12,158000,60,0.678,0.431,-7.945,0.0365,0.199
1963,Walk Right In,The Rooftop Singers,Folk,1,13,157266,43,0.66,0.681,-10.426,0.0319,0.0669
1963,Go Away Little Girl,Steve Lawrence,Pop,1,17,150000,36,0.521,0.302,-5.391,0.0354,0.123
1963,Pushover,Etta James,Blues,25,10,175160,20,0.725,0.734,-6.143,0.113,0.562
1963,Pride And Joy,Marvin Gaye,Pop,10,14,219000,66,0.626,0.427,-11.821,0.0385,0.106
1963,Tom Cat,The Rooftop Singers,Folk,20,10,129000,13,0.559,0.675,-10.136,0.0434,0.0721
1963,Foolish Little Girl,The Shirelles,Pop,4,14,135000,35,0.527,0.802,-12.24,0.0414,0.265
1963,Loop De Loop,Johnny Thunder,Pop,4,11,594000,61,0.000273,0.0,-47.359,0.0,0.111
1963,Losing You,Brenda Lee,Pop,6,13,277000,77,0.396,0.744,-13.712,0.057,0.121
1963,Those Lazy-Hazy-Crazy Days Of Summer,Nat King Cole,Pop,6,12,145000,42,0.726,0.416,-5.254,0.0573,0.27
1963,Baby Workout,Jackie Wilson,R&B,5,12,182413,31,0.68,0.584,-7.333,0.0817,0.204
1963,Wipe Out,The Surfaris,Pop,2,30,166000,53,0.955,0.461,-6.684,0.0489,0.952
1963,Tell Him,The Exciters,Pop,4,13,280000,62,0.647,0.655,-9.465,0.0903,0.0412
1963,Wonderful! Wonderful!,The Tymes,Pop,7,11,264000,68,0.491,0.647,-8.972,0.0466,0.227
1963,This Land Is Your Land,The New Christy Minstrels,Folk,93,1,135773,12,0.554,0.567,-10.118,0.0312,0.185
1963,From A Jack To A King,Ned Miller,Pop,6,13,141000,43,0.419,0.397,-9.574,0.0319,0.288
1963,Be My Baby,The Ronettes,Pop,2,13,160000,79,0.771,0.512,-7.006,0.0402,0.0895
1963,Little Boxes,Pete Seeger,Folk,70,8,114773,39,0.194,0.775,-16.883,0.0731,0.195
1963,Wild Weekend,The Rebels,Pop,8,17,207000,39,0.25,0.339,-5.9,0.0376,0.115
1963,One Fine Day,The Chiffons,Pop,5,10,128000,58,0.868,0.251,-2.685,0.128,0.814
1963,Hotel Happiness,Brook Benton,Pop,3,12,162000,21,0.345,0.636,-13.836,0.0454,0.0642
1963,Ruby Baby,Dion,Pop,2,13,156000,34,0.538,0.643,-14.049,0.132,0.226
1963,Sukiyaki,Kyu Sakamoto,Pop,1,14,189000,43,0.359,0.415,-11.094,0.0334,0.319
1963,What Will My Mary Say,Johnny Mathis,Pop,9,12,189000,20,0.399,0.313,-9.552,0.031,0.157
1963,Surf City,Jan & Dean,Pop,1,13,147000,49,0.807,0.534,-12.871,0.0349,0.232
1964,The Race Is On,George Jones,Country,96,1,127400,58,0.701,0.428,-7.73,0.0658,0.154
1964,Midnight Mary,Joey Powers,Pop,10,13,395000,37,0.0128,0.158,-28.761,0.0353,0.105
1964,My Heart Skips A Beat,Buck Owens,Country,94,2,148200,45,0.506,0.639,-9.156,0.0391,0.0559
1964,It Hurts To Be In Love,Gene Pitney,Pop,7,16,152000,36,0.662,0.591,-8.657,0.0443,0.103
1964,White On White,Danny Williams,Pop,9,14,214000,63,0.231,0.133,-34.957,0.0531,0.111
1964,People,Barbra Streisand,Pop,5,19,158000,74,0.592,0.53,-7.281,0.0534,0.294
1964,Bread And Butter,The Newbeats,Pop,2,12,122000,41,0.546,0.71,-14.582,0.0469,0.152
1964,I Get Around,The Beach Boys,Pop,1,15,259000,67,0.416,0.846,-13.767,0.118,0.238
1964,Memphis,Johnny Rivers,Pop,2,12,189000,74,0.579,0.558,-7.161,0.0531,0.157
1964,The Door Is Still Open To My Heart,Dean Martin,Pop,6,11,171000,37,0.429,0.236,-13.576,0.0467,0.0696
1964,Suspicion,Terry Stafford,Pop,3,15,220000,51,0.384,0.776,-10.976,0.0431,0.112
1964,I've Got A Tiger By The Tail,Buck Owens,Country,25,9,134400,51,0.489,0.694,-10.771,0.0332,0.247
1964,Love Me Do,The Beatles,Pop,1,14,255000,82,0.634,0.67,-6.471,0.0326,0.0946
1964,Out Of Limits,The Marketts,Pop,3,14,129000,46,0.779,0.485,-14.235,0.039,0.18
1964,Tell Her No,The Zombies,Alt. Rock,6,11,127866,48,0.522,0.708,-8.076,0.0305,0.0811
1964,Navy Blue,Diane Renay,Pop,6,12,171000,48,0.426,0.629,-6.726,0.0287,0.14
1964,Little Honda,The Hondells,Pop,9,12,114000,44,0.556,0.429,-9.78,0.032,0.126
1964,Where Did Our Love Go,The Supremes,R&B,1,14,153826,18,0.783,0.602,-1.05,0.0295,0.0655
1964,I Love You More And More Every Day,Al Martino,Pop,9,11,135000,39,0.219,0.476,-13.406,0.0296,0.201
1964,For You,Rick Nelson,Pop,6,11,232000,77,0.65,0.487,-5.195,0.0253,0.0933
1964,Four Strong Winds,Bobby Bare,Country,60,7,165266,25,0.38,0.581,-11.429,0.0293,0.169
1964,Needles And Pins,The Searchers,Pop,13,10,203000,61,0.916,0.374,-5.153,0.0512,0.394
1964,Dang Me,Roger Miller,Country,7,11,102400,48,0.378,0.564,-14.468,0.168,0.0723
1964,Because,The Dave Clark Five,Pop,3,10,196000,82,0.592,0.386,-7.299,0.374,0.117
1964,Don't Let The Rain Come Down (Crooked Little Man),The Serendipity Singers,Folk,6,14,166360,27,0.34,0.785,-15.593,0.192,0.107
1964,Baby Love,The Supremes,R&B,1,13,156106,19,0.837,0.548,-0.665,0.0356,0.11
1964,Beans In My Ears,The Serendipity Singers,Folk,30,8,131133,14,0.543,0.758,-10.046,0.042,0.202
1964,Come See About Me,The Supremes,R&B,1,14,161466,18,0.813,0.742,-2.047,0.0437,0.139
1964,She's Not There,The Zombies,Alt. Rock,2,15,146360,64,0.729,0.533,-6.976,0.046,0.0981
1964,Glad All Over,The Dave Clark Five,Pop,6,14,163000,45,0.803,0.461,-8.35,0.0601,0.0656
1964,Twist And Shout,The Beatles,Pop,2,26,155000,79,0.849,0.482,-9.198,0.0452,0.0414
1964,Please Please Me,The Beatles,Pop,3,13,200000,75,0.57,0.747,-6.711,0.081,0.0832
1964,Since I Fell For You,Lenny Welch,Pop,4,16,339000,49,0.201,0.416,-11.461,0.0379,0.107
1964,A Summer Song,Chad & Jeremy,Pop,7,14,144000,60,0.486,0.549,-6.473,0.0454,0.26
1964,Baby I Need Your Loving,Four Tops,R&B,11,12,166026,62,0.686,0.632,-6.116,0.0395,0.193
1964,Hold What You've Got,Joe Tex,R&B,5,11,187840,20,0.218,0.529,-16.522,0.0435,0.117
1964,Let It Be Me,Betty Everett & Jerry Butler,Pop,5,13,280000,54,0.283,0.614,-8.008,0.027,0.114
1964,Do You Want To Know A Secret,The Beatles,Pop,2,11,117000,62,0.349,0.673,-12.414,0.0368,0.38
1964,Do Wah Diddy Diddy,Manfred Mann,Pop,1,13,144000,63,0.583,0.66,-7.361,0.0512,0.0553
1964,Talk Back Trembling Lips,Johnny Tillotson,Pop,7,13,160000,29,0.435,0.575,-11.801,0.0326,0.0795
1964,Everybody Loves Somebody,Dean Martin,Pop,1,15,164000,67,0.391,0.366,-12.322,0.0425,0.352
1964,Hold What You've Got,Joe Tex,Funk,5,11,187840,20,0.218,0.529,-16.522,0.0435,0.117
1964,See The Funny Little Clown,Bobby Goldsboro,Pop,9,13,155000,22,0.313,0.69,-11.783,0.0337,0.0912
1964,Hey Little Cobra,The Rip Chords,Pop,4,14,119000,31,0.754,0.563,-7.442,0.0676,0.379
1964,Forget Him,Bobby Rydell,Pop,4,16,128000,38,0.536,0.512,-4.787,0.0278,0.314
1964,A Change Is Gonna Come,Sam Cooke,R&B,31,7,191320,46,0.394,0.276,-10.04,0.0334,0.292
1964,I Want To Hold Your Hand,The Beatles,Pop,1,15,146000,72,0.703,0.496,-6.905,0.0377,0.305
1964,The Way You Do The Things You Do,The Temptations,R&B,11,11,165744,57,0.704,0.618,-4.686,0.0321,0.358
1964,Anyone Who Had A Heart,Dionne Warwick,Pop,8,14,346000,40,0.204,0.404,-15.244,0.0384,0.109
1964,Leader Of The Pack,The Shangri-Las,Pop,1,12,171000,53,0.55,0.423,-8.738,0.0975,0.682
1964,Chug-A-Lug,Roger Miller,Country,9,13,119093,47,0.324,0.717,-14.631,0.113,0.139
1964,Bits And Pieces,The Dave Clark Five,Pop,4,11,118000,38,0.838,0.495,-8.881,0.103,0.0789
1964,Under The Boardwalk,The Drifters,Pop,4,14,161000,68,0.226,0.747,-13.635,0.0414,0.107
1964,The Nitty Gritty,Shirley Ellis,Pop,8,14,201000,76,0.347,0.745,-13.145,0.0418,0.0861
1964,Ask The Lonely,Four Tops,R&B,24,8,162653,36,0.574,0.452,-6.019,0.0286,0.0913
1964,As Usual,Brenda Lee,Pop,12,11,150000,35,0.294,0.913,-14.869,0.485,0.149
1964,Chapel Of Love,The Dixie Cups,Pop,1,13,170000,59,0.348,0.602,-10.061,0.0288,0.52
1964,My Boy Lollipop,Millie Small,Pop,2,12,120000,50,0.607,0.678,-8.131,0.0347,0.0863
1964,My Girl,The Temptations,R&B,1,13,165000,82,0.418,0.574,-10.739,0.0345,0.0961
1964,Keep On Pushing,The Impressions,Pop,10,13,155000,37,0.539,0.677,-6.64,0.0408,0.128
1964,I Wanna Love Him So Bad,The Jelly Beans,Pop,9,12,167000,15,0.604,0.512,-6.008,0.113,0.0757
1964,Louie Louie,The Kingsmen,Pop,2,18,165000,63,0.709,0.623,-9.818,0.0636,0.0967
1964,My Heart Belongs To Only You,Bobby Vinton,Pop,9,9,166000,35,0.465,0.421,-7.447,0.0298,0.21
1964,She Loves You,The Beatles,Pop,1,15,142000,62,0.895,0.321,-5.157,0.0463,0.177
1964,My Guy,Mary Wells,Pop,1,15,174000,63,0.581,0.691,-7.85,0.065,0.147
1964,Mr. Pitiful,Otis Redding,R&B,41,9,162159,35,0.489,0.806,-12.898,0.104,0.0696
1964,Have I The Right?,The Honeycombs,Pop,5,13,227000,44,0.705,0.365,-3.738,0.0332,0.367
1965,Cast Your Fate To The Wind,Sounds Orchestral,Pop,10,14,382000,34,0.24,0.364,-14.462,0.0474,0.113
1965,Mr. Tambourine Man,The Byrds,Pop,1,13,149000,62,0.47,0.456,-9.564,0.0294,0.444
1965,Mr. Lonely,Bobby Vinton,Pop,1,15,180000,54,0.878,0.589,-4.493,0.0359,0.285
1965,California Girls,The Beach Boys,Pop,3,11,160000,60,0.62,0.503,-6.069,0.0295,0.159
1965,Back In My Arms Again,The Supremes,R&B,1,11,177306,12,0.833,0.722,-1.316,0.0293,0.0663
1965,Catch Us If You Can,The Dave Clark Five,Pop,4,11,115000,38,0.6,0.487,-9.521,0.0689,0.205
1965,Someday Soon,Judy Collins,Folk,55,6,226986,33,0.428,0.568,-10.036,0.0285,0.299
1965,I Want To (Do Everything For You),Joe Tex,Funk,23,13,127822,8,0.551,0.477,-11.344,0.0914,0.509
1965,I'll Never Find Another You,The Seekers,Folk,4,13,162320,50,0.672,0.567,-7.666,0.0336,0.367
1965,My World Is Empty Without You,The Supremes,R&B,5,11,152866,14,0.932,0.423,0.058,0.106,0.0996
1965,The Birds And The Bees,Jewel Akens,Pop,3,14,254000,44,0.435,0.624,-7.652,0.0329,0.116
1965,You Can't Roller Skate In A Buffalo Herd,Roger Miller,Country,40,6,114053,18,0.442,0.554,-10.324,0.172,0.0842
1965,Baby The Rain Must Fall,Glenn Yarbrough,Pop,12,14,139000,29,0.529,0.56,-10.105,0.0303,0.361
1965,Mr. Tambourine Man,The Byrds,Folk,1,13,149466,61,0.47,0.456,-9.564,0.0294,0.444
1965,Unchained Melody,The Righteous Brothers,Pop,19,25,218000,77,0.208,0.339,-16.725,0.0308,0.18
1965,All Day And All Of The Night,The Kinks,Pop,7,12,142000,67,0.915,0.563,-5.062,0.08,0.0613
1965,Help!,The Beatles,Pop,1,13,178000,95,0.855,0.638,-4.86,0.0264,0.245
1965,Eight Days A Week,The Beatles,Pop,1,10,163000,62,0.583,0.652,-7.811,0.038,0.119
1965,Game Of Love,Wayne Fontana & The Mindbenders,Pop,1,11,254000,64,0.929,0.59,-3.236,0.0478,0.0598
1965,I Know A Place,Petula Clark,Pop,3,12,195000,66,0.807,0.572,-5.348,0.0574,0.071
1965,1-2-3,Len Barry,Pop,2,15,59000,62,0.408,0.841,-9.193,0.0366,0.102
1965,It's The Same Old Song,Four Tops,R&B,5,9,166400,54,0.678,0.704,-9.121,0.0295,0.119
1965,King Of The Road,Roger Miller,Country,4,13,147306,62,0.272,0.67,-13.699,0.0704,0.178
1965,Yesterday,The Beatles,Pop,1,11,125000,78,0.179,0.332,-11.83,0.0326,0.0886
1965,Rescue Me,Fontella Bass,Pop,4,13,159000,67,0.606,0.761,-7.742,0.0424,0.574
1965,A Holly Jolly Christmas,Burl Ives,Folk,4,39,135533,53,0.375,0.682,-13.056,0.0303,0.076
1965,I Feel Fine,The Beatles,Pop,1,11,246000,68,0.894,0.381,-8.638,0.037,0.0251
1965,Hang On Sloopy,The McCoys,Pop,1,14,231000,54,0.516,0.765,-12.099,0.0334,0.0723
1965,The Name Game,Shirley Ellis,Pop,3,14,295000,59,0.629,0.602,-5.796,0.0274,0.0813
1965,Keep On Dancing,The Gentrys,Pop,4,13,148000,50,0.786,0.302,-4.968,0.133,0.0816
1965,Sha La La,Manfred Mann,Pop,12,12,235000,43,0.828,0.611,-7.723,0.05,0.115
1965,Stop! In The Name Of Love,The Supremes,R&B,1,12,173226,19,0.751,0.651,-1.107,0.0303,0.127
1965,Respect,Otis Redding,R&B,35,11,131426,35,0.732,0.707,-8.44,0.0433,0.0357
1965,Eve Of Destruction,Barry McGuire,Pop,1,11,215000,55,0.307,0.613,-17.385,0.0414,0.087
1965,The Price,Solomon Burke,R&B,57,5,167706,20,0.57,0.403,-6.624,0.034,0.318
1965,Just A Little,The Beau Brummels,Pop,8,12,162000,65,0.788,0.636,-9.177,0.0432,0.286
1965,England Swings,Roger Miller,Country,8,11,112466,28,0.494,0.62,-11.215,0.0635,0.173
1965,Just Once In My Life,The Righteous Brothers,Pop,9,11,227000,32,0.403,0.321,-13.115,0.0344,0.189
1965,Yakety Axe,Chet Atkins,Country,98,2,123240,31,0.691,0.608,-10.119,0.0331,0.067
1965,You Were On My Mind,We Five,Pop,3,15,155000,40,0.56,0.507,-8.118,0.0473,0.0517
1965,Goldfinger,Shirley Bassey,Pop,8,13,168000,47,0.446,0.401,-9.646,0.0416,0.298
1965,Shake,Sam Cooke,Pop,7,11,175000,78,0.341,0.447,-9.769,0.0457,0.686
1965,Heart Full Of Soul,The Yardbirds,Pop,9,12,147000,50,0.666,0.492,-9.743,0.0351,0.0469
1965,What The World Needs Now Is Love,Jackie DeShannon,Pop,7,13,186000,53,0.407,0.445,-9.501,0.0302,0.0964
1965,For Your Love,The Yardbirds,Pop,6,12,228000,90,0.646,0.645,-8.334,0.0427,0.074
1965,Down In The Boondocks,Billy Joe Royal,Pop,9,13,153000,40,0.588,0.675,-11.031,0.0457,0.0953
1965,Tired Of Waiting For You,The Kinks,Pop,6,11,150000,46,0.675,0.675,-10.663,0.0364,0.279
1965,The Jerk,The Larks,Pop,7,13,106000,40,0.993,0.28,-1.475,0.283,0.332
1965,What's He Doing In My World,Eddy Arnold,Country,60,9,122160,9,0.235,0.602,-11.011,0.0281,0.222
1965,Ticket To Ride,The Beatles,Pop,1,11,189000,65,0.85,0.519,-6.777,0.0677,0.232
1965,I Got You Babe,Sonny & Cher,Pop,1,14,190000,64,0.795,0.629,-6.02,0.0278,0.132
1965,One Dyin' And A Buryin',Roger Miller,Country,34,7,121760,21,0.298,0.669,-15.045,0.0684,0.107
1965,The Jolly Green Giant,The Kingsmen,Pop,4,12,124000,6,0.539,0.624,-8.572,0.162,0.0935
1965,Ringo,Lorne Greene,Pop,1,12,209000,56,0.921,0.78,-2.382,0.0796,0.347
1965,L-O-V-E,Nat King Cole,Jazz,81,4,155306,73,0.373,0.425,-7.543,0.0801,0.077
1965,I Hear A Symphony,The Supremes,R&B,1,10,163573,17,0.719,0.513,-1.17,0.0305,0.14
1965,Downtown,Petula Clark,Pop,1,15,193000,77,0.679,0.775,-4.985,0.135,0.068
1965,Mohair Sam,Charlie Rich,Country,21,11,131400,37,0.754,0.805,-6.763,0.0329,0.0875
1965,Get Off Of My Cloud,The Rolling Stones,Pop,1,12,175000,55,0.877,0.579,-8.83,0.0488,0.0656
1965,Like A Rolling Stone,Bob Dylan,Pop,2,12,369000,69,0.721,0.482,-6.839,0.0321,0.189
1966,The Love You Save (May Be Your Own),Joe Tex,R&B,56,8,174779,30,0.3,0.502,-13.698,0.0372,0.133
1966,I Am A Rock,Simon & Garfunkel,Pop,3,11,256000,76,0.537,0.6,-7.777,0.0362,0.206
1966,The Love You Save (May Be Your Own),Joe Tex,Funk,56,8,174779,30,0.3,0.502,-13.698,0.0372,0.133
1966,Crying Time,Ray Charles,Pop,6,15,210000,47,0.796,0.164,-5.727,0.0458,0.118
1966,Strangers In The Night,Frank Sinatra,Pop,1,15,157000,72,0.473,0.259,-8.275,0.0295,0.201
1966,Standing In The Shadows Of Love,Four Tops,R&B,6,10,157640,46,0.855,0.741,-8.288,0.0345,0.349
1966,Ain't Too Proud To Beg,The Temptations,R&B,13,13,156173,65,0.655,0.763,-6.86,0.0417,0.125
1966,Sunny,Bobby Hebb,Pop,2,15,190000,7,0.415,0.454,-16.757,0.0254,0.145
1966,I Fought The Law,Bobby Fuller Four,Pop,9,11,163000,61,0.9,0.526,-6.815,0.0545,0.14
1966,Sunshine Superman,Donovan,Folk,1,13,195000,54,0.677,0.629,-7.239,0.0299,0.0962
1966,Hooray For Hazel,Tommy Roe,Pop,6,13,149000,27,0.795,0.656,-7.338,0.0314,0.0898
1966,My Love,Petula Clark,Pop,1,13,137000,89,0.308,0.504,-14.958,0.0321,0.158
1966,Over And Over,The Dave Clark Five,Pop,1,12,290000,65,0.691,0.402,-10.274,0.0691,0.0955
1966,Sweet Pea,Tommy Roe,Pop,8,14,129000,66,0.289,0.946,-9.413,0.0584,0.234
1966,Fever,The McCoys,Pop,7,11,172000,73,0.713,0.6,-5.079,0.0592,0.142
1966,Cool Jerk,The Capitols,Pop,7,14,166000,41,0.574,0.704,-14.524,0.0611,0.0705
1966,Fa-Fa-Fa-Fa-Fa (Sad Song),Otis Redding,R&B,29,8,166093,41,0.364,0.751,-11.987,0.0308,0.186
1966,A Groovy Kind Of Love,The Mindbenders,Pop,2,13,210000,57,0.243,0.456,-12.19,0.0286,0.116
1966,Homeward Bound,Simon & Garfunkel,Pop,5,12,149000,65,0.378,0.485,-11.773,0.0337,0.103
1966,Paperback Writer,The Beatles,Pop,1,10,138000,50,0.856,0.472,-6.03,0.0562,0.595
1966,The Pied Piper,Crispian St. Peters,Pop,4,12,151000,41,0.734,0.692,-7.089,0.0465,0.164
1966,Sunshine Superman,Donovan,Pop,1,13,195000,54,0.677,0.629,-7.239,0.0299,0.0962
1966,The Duck,Jackie Lee,Pop,14,14,192000,59,0.768,0.709,-6.427,0.0476,0.289
1966,My Back Pages,The Byrds,Folk,30,7,188240,48,0.524,0.558,-10.528,0.0339,0.17
1966,Eight Miles High,The Byrds,Folk,14,9,214640,49,0.77,0.365,-10.492,0.0764,0.503
1966,Bus Stop,The Hollies,Pop,5,14,236000,62,0.684,0.603,-6.023,0.0887,0.16
1966,Get Ready,The Temptations,R&B,29,7,164160,61,0.737,0.591,-5.867,0.0386,0.108
1966,Psychotic Reaction,Count Five,Pop,5,12,185000,53,0.753,0.358,-6.641,0.0986,0.266
1966,19th Nervous Breakdown,The Rolling Stones,Pop,2,10,236000,40,0.842,0.477,-7.356,0.0371,0.271
1966,Elusive Butterfly,Bob Lind,Pop,5,13,168000,38,0.621,0.577,-8.217,0.0262,0.0945
1966,Red Rubber Ball,The Cyrkle,Pop,2,13,137000,42,0.459,0.644,-11.702,0.0322,0.0876
1966,Distant Drums,Jim Reeves,Country,45,7,170440,31,0.232,0.523,-14.882,0.0262,0.104
1966,Yellow Submarine,The Beatles,Pop,2,9,159000,60,0.636,0.616,-7.055,0.0325,0.517
1966,Georgy Girl,The Seekers,Folk,2,16,140440,52,0.496,0.515,-7.446,0.0324,0.182
1966,Mellow Yellow,Donovan,Folk,2,12,227226,50,0.319,0.71,-12.387,0.0667,0.211
1966,Both Sides Now,Judy Collins,Folk,8,11,195840,49,0.3,0.352,-9.282,0.0301,0.1
1966,We Can Work It Out,The Beatles,Pop,1,12,136000,59,0.608,0.382,-10.061,0.0268,0.148
1966,Born A Woman,Sandy Posey,Pop,12,14,197000,34,0.342,0.542,-8.197,0.0271,0.173
1966,Sloop John B,The Beach Boys,Pop,3,11,180000,54,0.745,0.567,-5.412,0.0264,0.0795
1966,Land Of 1000 Dances,Wilson Pickett,Pop,6,11,146000,64,0.588,0.618,-11.624,0.0735,0.351
1966,See You In September,The Happenings,Pop,3,14,147000,41,0.422,0.519,-8.732,0.0282,0.332
1966,Last Train To Clarksville,The Monkees,Pop,1,15,164000,51,0.618,0.239,-8.464,0.033,0.721
1966,What Becomes Of The Brokenhearted,Jimmy Ruffin,Pop,7,17,178000,52,0.443,0.733,-12.017,0.0252,0.519
1966,Black Is Black,Los Bravos,Pop,4,12,248000,67,0.483,0.477,-9.413,0.0364,0.156
1966,Secret Agent Man,Johnny Rivers,Pop,3,11,187000,47,0.791,0.464,-8.373,0.0811,0.685
1966,Working In The Coal Mine,Lee Dorsey,Pop,8,12,169000,37,0.493,0.766,-8.571,0.0689,0.0556
1966,Make The World Go Away,Eddy Arnold,Pop,6,14,161000,44,0.213,0.213,-11.896,0.0345,0.0633
1966,Leavin' On Your Mind,Patsy Cline,Country,83,5,147026,48,0.0739,0.292,-19.293,0.0356,0.607
1966,When A Man Loves A Woman,Percy Sledge,Pop,1,13,173000,66,0.15,0.516,-20.41,0.0272,0.122
1966,Beauty Is Only Skin Deep,The Temptations,Pop,3,12,144000,42,0.547,0.655,-4.862,0.0425,0.0618
1966,Love Is A Hurtin' Thing,Lou Rawls,R&B,13,14,134426,34,0.433,0.409,-10.693,0.0309,0.0863
1966,Barbara Ann,The Beach Boys,Pop,2,11,133000,62,0.669,0.581,-3.659,0.0385,0.243
1966,Look Through My Window,The Mamas & The Papas,Folk,24,7,187480,32,0.434,0.363,-7.688,0.0273,0.334
