year,title,artist,genre,peak_pos,wks_on_chart,duration,popularity,energy,danceability,loudness,speechiness,liveness
1993,Real Muthaphuckkin G's,Eazy-E,Rap,42,16,332626,65,0.797,0.735,-4.611,0.285,0.62
1993,Reason To Believe,Rod Stewart,Pop,19,20,119000,43,0.238,0.649,-16.858,0.0371,0.126
1993,Informer,Snow,Pop,1,25,268000,63,0.742,0.763,-10.975,0.188,0.38
1993,Regret,New Order,Alt. Rock,28,19,249840,35,0.966,0.504,-3.116,0.0329,0.226
1993,Insane In The Brain,Cypress Hill,Pop,19,20,208000,72,0.611,0.897,-10.489,0.211,0.0894
1993,Rock My World (Little Country Girl),Brooks & Dunn,Country,97,3,223840,48,0.667,0.728,-10.212,0.0298,0.34
1993,Love Is On The Way,Saigon Kick,Pop,12,22,130000,59,0.653,0.616,-6.699,0.307,0.119
1993,Runaway Train,Soul Asylum,Pop,5,26,266000,69,0.764,0.605,-5.833,0.0395,0.109
1993,Looking Through Patient Eyes,P.M. Dawn,Pop,6,21,249000,37,0.372,0.785,-17.765,0.0565,0.129
1993,Linger,The Cranberries,Alt. Rock,8,24,274706,84,0.434,0.439,-14.918,0.0265,0.14
1993,Layla,Eric Clapton,Pop,12,20,423000,71,0.902,0.404,-3.88,0.0665,0.287
1993,Lately,Jodeci,Pop,4,24,77000,53,0.503,0.751,-10.419,0.0962,0.136
1993,She Don't Use Jelly,The Flaming Lips,Alt. Rock,55,20,222278,54,0.556,0.33,-11.494,0.0796,0.315
1993,Mr. Wendal,Arrested Development,Pop,6,24,247000,52,0.37,0.884,-11.353,0.112,0.026
1993,My Kinda Girl,Babyface,R&B,30,13,279266,25,0.804,0.711,-7.148,0.0445,0.0732
1993,Show Me Love,Robin S.,Pop,5,28,252000,71,0.833,0.811,-4.259,0.153,0.0769
1993,Ordinary World,Duran Duran,Pop,3,22,340000,73,0.652,0.473,-10.171,0.0305,0.14
1993,One Last Cry,Brian McKnight,Pop,13,22,295000,60,0.125,0.356,-13.8,0.03,0.131
1993,Angel,Jon Secada,Pop,18,22,235000,75,0.766,0.74,-2.939,0.178,0.0406
1993,Paying The Price Of Love,Bee Gees,Rock,74,9,252000,45,0.852,0.685,-7.324,0.0565,0.0315
1994,Tryin' To Get Over You,Vince Gill,Country,88,2,225626,46,0.371,0.578,-10.537,0.0283,0.165
1994,Far Behind,Candlebox,Pop,18,23,299000,67,0.645,0.552,-6.595,0.0268,0.0424
1994,Back & Forth,Aaliyah,Pop,5,24,231000,59,0.727,0.706,-8.06,0.0317,0.115
1994,The Most Beautiful Girl In The World,Prince,Pop,3,26,265000,57,0.693,0.489,-4.952,0.0427,0.304
1994,Now And Forever,Richard Marx,Pop,7,27,214000,68,0.258,0.441,-11.227,0.0276,0.106
1994,Flava In Ya Ear,Craig Mack,Pop,9,25,302000,55,0.847,0.52,-5.3,0.427,0.325
1994,Loser,Beck,Alt. Rock,10,24,235000,70,0.611,0.654,-10.45,0.119,0.405
1994,Wink,Neal McCoy,Disco,91,4,162466,58,0.852,0.708,-6.177,0.0302,0.172
1994,On Bended Knee,Boyz II Men,R&B,1,27,329800,56,0.516,0.631,-8.225,0.0353,0.115
1994,Funkdafied,Da Brat,Pop,6,20,185000,51,0.461,0.802,-12.367,0.302,0.109
1994,What Is Love,Haddaway,Pop,11,26,270000,80,0.772,0.683,-7.907,0.031,0.203
1994,Because The Night,"10,000 Maniacs",Pop,11,29,204000,66,0.763,0.466,-7.748,0.0391,0.119
1994,Fantastic Voyage,Coolio,Rap,3,25,334440,60,0.584,0.888,-13.308,0.112,0.0625
1994,Getto Jam,Domino,Pop,7,20,259000,45,0.547,0.802,-12.085,0.131,0.326
1994,Gin And Juice,Snoop Doggy Dogg,Pop,8,20,211000,73,0.762,0.603,-7.744,0.285,0.478
1994,Girls & Boys,Blur,Alt. Rock,59,15,259385,68,0.875,0.693,-8.354,0.0315,0.0601
1994,Secret,Madonna,Pop,3,22,152000,62,0.74,0.729,-7.524,0.0439,0.288
1994,When Can I See You,Babyface,R&B,4,36,229600,50,0.472,0.754,-11.787,0.0807,0.121
1994,Keep Ya Head Up,2Pac,Pop,12,20,262000,68,0.732,0.598,-7.013,0.425,0.508
1994,Anytime You Need A Friend,Mariah Carey,Pop,12,21,265000,50,0.419,0.585,-11.754,0.0311,0.061
1994,Stroke You Up,Changing Faces,Pop,3,21,216000,48,0.731,0.73,-3.438,0.0279,0.258
1994,Shine,Collective Soul,Pop,11,29,306000,69,0.423,0.543,-8.797,0.0282,0.152
1994,Always,Bon Jovi,Pop,4,32,223000,78,0.742,0.174,-5.93,0.0485,0.198
1994,Always,Erasure,Pop,20,23,223000,78,0.742,0.174,-5.93,0.0485,0.198
1994,Gangsta Lean,DRS,Pop,4,20,129000,41,0.618,0.792,-6.737,0.0531,0.111
1994,Because Of Love,Janet Jackson,Pop,10,20,260000,40,0.878,0.764,-5.647,0.0523,0.18
1994,March Of The Pigs,Nine Inch Nails,Alt. Rock,59,3,178493,57,0.903,0.503,-7.427,0.0527,0.0861
1994,Please Forgive Me,Bryan Adams,Pop,7,28,355000,53,0.456,0.588,-7.011,0.0262,0.104
1994,Crazy,Aerosmith,Pop,17,23,236000,78,0.77,0.646,-6.596,0.226,0.0715
1994,Creep,TLC,R&B,1,32,268533,66,0.458,0.811,-9.688,0.0402,0.0526
1994,Come To My Window,Melissa Etheridge,Pop,25,44,236000,52,0.636,0.512,-9.602,0.0262,0.088
1994,Cry For You,Jodeci,Pop,15,20,300000,57,0.496,0.65,-12.349,0.0331,0.33
1994,Tootsee Roll,69 Boyz,Pop,8,38,261000,52,0.725,0.869,-12.507,0.256,0.203
1994,Closer,Nine Inch Nails,Alt. Rock,41,22,373306,71,0.724,0.546,-8.639,0.0427,0.133
1994,Mr. Vain,Culture Beat,Pop,17,20,257000,71,0.997,0.703,-7.666,0.0399,0.123
1994,Prayer For The Dying,Seal,Pop,21,20,330000,41,0.763,0.306,-7.518,0.051,0.0835
1994,Diggin' On You,TLC,R&B,5,20,254560,54,0.631,0.719,-7.411,0.0451,0.0686
1994,Never Keeping Secrets,Babyface,Pop,15,23,293000,44,0.648,0.693,-6.411,0.0248,0.14
1994,Do You See,Warren G,Rap,42,13,239066,45,0.624,0.769,-10.559,0.197,0.378
1994,Never Lie,Immature,Pop,5,26,224000,67,0.641,0.782,-6.431,0.0275,0.108
1994,Rock And Roll Dreams Come Through,Meat Loaf,Pop,13,20,350000,37,0.888,0.564,-3.389,0.0329,0.182
1994,Understanding,Xscape,Pop,8,20,264000,49,0.907,0.401,-4.956,0.102,0.151
1994,This D.J.,Warren G,Rap,9,20,203026,65,0.443,0.804,-10.268,0.134,0.112
1994,Undone - The Sweater Song,Weezer,Alt. Rock,57,16,305533,69,0.618,0.457,-6.682,0.0296,0.0679
1994,Beautiful In My Eyes,Joshua Kadison,Pop,19,21,249000,57,0.381,0.582,-10.045,0.0256,0.132
1994,Can We Talk,Tevin Campbell,Pop,9,26,284000,64,0.646,0.66,-9.111,0.0426,0.033
1994,Bring The Pain,Method Man,Rap,45,20,189760,57,0.456,0.835,-10.195,0.266,0.16
1994,Red Light Special,TLC,R&B,2,22,303960,55,0.449,0.52,-8.957,0.0331,0.191
1994,The Way She Loves Me,Richard Marx,Pop,20,19,208000,51,0.372,0.466,-6.564,0.0271,0.107
1994,Breathe Again,Toni Braxton,Pop,3,35,269000,60,0.677,0.689,-6.36,0.0326,0.0877
1994,Whenever You Come Around,Vince Gill,Country,72,10,259160,53,0.22,0.719,-11.811,0.0294,0.118
1994,The Way It Is,Tesla,Metal,55,12,308866,39,0.823,0.327,-7.122,0.0394,0.124
1994,Return To Innocence,Enigma,Pop,4,26,255000,67,0.584,0.476,-12.357,0.038,0.274
1994,You Mean The World To Me,Toni Braxton,Pop,7,31,296000,50,0.735,0.595,-6.648,0.047,0.104
1994,Don't Take The Girl,Tim McGraw,Country,17,20,249360,61,0.454,0.439,-8.669,0.0308,0.123
1994,If You Go,Jon Secada,Pop,10,31,228000,82,0.444,0.609,-9.129,0.106,0.104
1994,Lucky One,Amy Grant,Pop,18,20,240000,63,0.571,0.686,-7.138,0.05,0.0608
1994,Indian Outlaw,Tim McGraw,Pop,15,20,182000,64,0.739,0.664,-7.229,0.0415,0.282
1994,Always In My Heart,Tevin Campbell,Pop,20,20,66000,51,0.47,0.661,-9.335,0.0579,0.106
1994,So Much In Love,All-4-One,Pop,5,22,178000,69,0.953,0.522,-4.347,0.0833,0.211
1994,Stay,Eternal,Pop,19,20,141000,84,0.764,0.591,-5.484,0.0483,0.103
1994,I Swear,All-4-One,Pop,1,30,200000,60,0.572,0.59,-4.684,0.0266,0.33
1994,I Shot The Sheriff,Warren G,Rap,20,19,250240,29,0.68,0.859,-9.213,0.159,0.261
1994,I Miss You,Aaron Hall,Pop,14,23,167000,81,0.455,0.445,-6.405,0.0575,0.124
1994,I'll Make Love To You,Boyz II Men,R&B,1,33,236773,61,0.501,0.567,-8.038,0.0241,0.0986
1994,Amazing,Aerosmith,Pop,24,21,238000,62,0.554,0.588,-8.406,0.0545,0.0619
1995,Water Runs Dry,Boyz II Men,R&B,2,28,201400,51,0.368,0.589,-12.979,0.0271,0.108
1995,Waterfalls,TLC,R&B,1,34,279506,74,0.505,0.769,-7.345,0.0829,0.0777
1995,Fantasy,Mariah Carey,R&B,1,25,243493,75,0.727,0.669,-7.588,0.0353,0.123
1995,Just A Girl,No Doubt,SKA,23,29,209200,74,0.906,0.638,-4.824,0.0504,0.142
1995,Hold On,Jamie Walters,Pop,16,27,227000,71,0.414,0.777,-7.44,0.0946,0.0724
1995,I Know,Dionne Farris,Pop,4,38,211000,85,0.619,0.927,-4.441,0.0539,0.104
1995,You Are Not Alone,Michael Jackson,Pop,1,20,345000,67,0.402,0.651,-9.303,0.028,0.0765
1995,Cotton Eye Joe,Rednex,Pop,25,20,193000,60,0.937,0.738,-7.788,0.0668,0.0338
1995,Cruisin',D'Angelo,R&B,53,18,384666,54,0.525,0.373,-12.728,0.169,0.0816
1995,Tour,Capleton,Reggae,57,14,286333,26,0.65,0.892,-7.251,0.107,0.0555
1995,The Rhythm Of The Night,Corona,Pop,11,27,264000,57,0.782,0.688,-12.291,0.034,0.0955
1995,MC's Act Like They Don't Know,KRS-One,Rap,57,11,295933,55,0.798,0.855,-4.018,0.237,0.628
1995,Back For Good,Take That,Pop,7,30,242000,70,0.504,0.601,-9.761,0.0284,0.137
1995,Total Eclipse Of The Heart,Nicki French,Pop,2,27,267000,79,0.723,0.431,-5.887,0.0568,0.374
1995,Who Can I Run To,Xscape,Pop,8,20,216000,56,0.545,0.71,-9.599,0.0588,0.0644
1995,The Sweetest Days,Vanessa Williams,Pop,18,23,211000,43,0.301,0.482,-10.341,0.0273,0.166
1995,In The House Of Stone And Light,Martin Page,Pop,14,35,300000,33,0.797,0.623,-10.826,0.0509,0.613
1995,Roll To Me,Del Amitri,Pop,10,36,134000,63,0.813,0.427,-9.02,0.0737,0.873
1995,Brown Sugar,D'Angelo,R&B,27,20,262893,57,0.486,0.717,-8.342,0.169,0.102
1995,If You Love Me,Brownstone,Pop,8,27,146000,74,0.776,0.595,-5.772,0.0386,0.246
1995,1979,The Smashing Pumpkins,Alt. Rock,12,22,263573,56,0.782,0.768,-10.231,0.033,0.0802
1995,Baby,Brandy,Pop,4,20,97000,85,0.604,0.762,-5.296,0.11,0.0271
1995,Carnival,Natalie Merchant,Pop,10,31,264000,76,0.811,0.594,-5.746,0.159,0.339
1995,Thank You,Boyz II Men,Pop,21,20,263000,76,0.541,0.609,-8.013,0.0346,0.122
1995,Give Me One Reason,Tracy Chapman,Folk,3,39,268333,73,0.419,0.608,-10.016,0.0331,0.108
1995,Vow,Garbage,Alt. Rock,97,2,270133,33,0.911,0.486,-4.18,0.0443,0.613
1995,As I Lay Me Down,Sophie B. Hawkins,Pop,6,44,248000,54,0.737,0.519,-8.7,0.0437,0.271
1995,Lady,D'Angelo,R&B,10,20,346266,58,0.365,0.815,-11.835,0.0875,0.121
1995,Name,Goo Goo Dolls,Pop,5,36,270000,66,0.701,0.464,-5.943,0.0341,0.0766
1995,Brooklyn Zoo,Ol' Dirty Bastard,Rap,54,16,217506,54,0.701,0.704,-8.031,0.46,0.664
1995,Have You Ever Really Loved A Woman?,Bryan Adams,Pop,1,24,291000,68,0.478,0.57,-10.185,0.0322,0.0931
1995,Come And Get Your Love,Real McCoy,Pop,19,20,205000,82,0.804,0.731,-7.621,0.0473,0.0685
1995,Wonderwall,Oasis,Alt. Rock,8,20,258906,70,0.854,0.41,-5.609,0.0366,0.133
1995,Runaway,Janet Jackson,Pop,3,24,547000,80,0.568,0.374,-3.825,0.109,0.513
1995,100% Pure Love,Crystal Waters,Pop,11,45,280000,55,0.697,0.811,-8.019,0.0502,0.0784
1995,Run-Around,Blues Traveler,Pop,8,49,279000,65,0.867,0.628,-7.307,0.0604,0.126
1995,Take A Bow,Madonna,Pop,1,30,229000,74,0.467,0.518,-7.536,0.162,0.0941
1995,Run Away,Real McCoy,Pop,3,20,201000,64,0.218,0.542,-7.817,0.0328,0.0983
1995,Constantly,Immature,Pop,16,20,257000,41,0.667,0.747,-6.75,0.0304,0.109
1995,All I Wanna Do,Sheryl Crow,Pop,2,33,272000,71,0.528,0.82,-11.18,0.032,0.257
1995,Freak Like Me,Adina Howard,Pop,2,30,253000,58,0.837,0.655,-6.04,0.0723,0.0454
1995,Me And Those Dreamin' Eyes Of Mine,D'Angelo,R&B,74,6,286800,44,0.401,0.512,-10.695,0.217,0.11
1995,Just A Girl,No Doubt,Alt. Rock,23,29,209200,74,0.906,0.638,-4.824,0.0504,0.142
1995,I Wanna Be Down,Brandy,Pop,6,28,291000,64,0.469,0.703,-6.515,0.0415,0.726
1995,December,Collective Soul,Pop,20,39,197000,74,0.495,0.737,-13.489,0.027,0.0542
1995,Misery,Soul Asylum,Pop,20,14,211000,74,0.906,0.517,-3.677,0.0735,0.113
1995,I Can Love You Like That,All-4-One,Pop,5,29,235000,56,0.336,0.655,-11.049,0.0264,0.343
1995,Shimmy Shimmy Ya,Ol' Dirty Bastard,Rap,62,15,161400,65,0.481,0.814,-5.183,0.245,0.0495
1995,Another Night,Real McCoy,Pop,3,45,170000,64,0.71,0.702,-5.003,0.0459,0.144
1995,This Is How We Do It,Montell Jordan,Pop,1,29,238000,66,0.623,0.799,-9.374,0.0812,0.43
1995,Believe,Elton John,Pop,13,20,204000,86,0.78,0.776,-4.374,0.128,0.081
1995,Strong Enough,Sheryl Crow,Pop,5,26,149000,62,0.814,0.765,-5.145,0.0626,0.0485
1995,Always Be My Baby,Mariah Carey,R&B,1,32,258133,73,0.531,0.65,-8.335,0.0364,0.249
1995,Too Hot,Coolio,Rap,24,15,219093,37,0.46,0.849,-12.743,0.194,0.163
1995,I Wish,Skee-Lo,Pop,13,27,250000,68,0.492,0.445,-5.717,0.0294,0.122
1995,Sugar Hill,AZ,Pop,25,20,249000,45,0.647,0.682,-7.332,0.189,0.0693
1995,Only Happy When It Rains,Garbage,Alt. Rock,55,20,236533,55,0.827,0.511,-4.55,0.0323,0.208
1995,Every Day Of The Week,Jade,Pop,20,22,191000,33,0.908,0.686,-3.673,0.0296,0.349
1995,I'd Lie For You (And That's The Truth),Meat Loaf,Rock,13,20,400000,36,0.626,0.409,-8.032,0.0363,0.415
1995,Do You Sleep?,Lisa Loeb & Nine Stories,Pop,18,20,202000,67,0.682,0.561,-4.931,0.0856,0.0763
1995,I Got 5 On It,Luniz,Pop,8,25,253000,74,0.706,0.584,-7.899,0.366,0.125
1995,Bang And Blame,R.E.M.,Pop,19,14,327000,46,0.612,0.663,-8.339,0.0321,0.116
1996,Kiss From A Rose,Seal,Pop,1,36,288000,72,0.533,0.584,-7.11,0.0305,0.306
1996,Loungin,LL Cool J,Pop,3,29,229000,59,0.584,0.817,-9.785,0.174,0.225
1996,Who Will Save Your Soul,Jewel,Pop,11,30,239000,57,0.468,0.686,-9.712,0.042,0.13
1996,Setting Sun,The Chemical Brothers,EDM,80,5,328733,41,0.995,0.446,-1.169,0.223,0.354
1996,My Maria,Brooks & Dunn,Country,79,12,208106,73,0.842,0.673,-4.627,0.0366,0.178
1996,Jealousy,Natalie Merchant,Pop,23,20,173000,82,0.575,0.695,-6.334,0.116,0.0614
1996,Firestarter,The Prodigy,EDM,30,20,279800,51,0.948,0.545,-5.098,0.0779,0.226
1996,Mouth,Merril Bainbridge,Pop,4,30,237000,64,0.954,0.329,-7.006,0.0722,0.051
1996,You Remind Me Of Something,R. Kelly,Pop,4,20,249000,44,0.536,0.631,-7.194,0.0586,0.108
1996,Doin' Time,Sublime,Alt. Rock,87,7,253840,70,0.757,0.708,-5.121,0.0791,0.17
1996,Ironic,Alanis Morissette,Pop,4,32,230000,75,0.582,0.408,-8.305,0.0508,0.159
1996,Jack-Ass,Beck,Alt. Rock,73,10,252280,35,0.555,0.714,-6.664,0.0287,0.0942
1996,Give Me One Reason,Tracy Chapman,Pop,3,39,268000,74,0.419,0.608,-10.016,0.0331,0.108
1996,Soon As I Get Home,Faith Evans,Pop,21,20,324000,58,0.498,0.652,-6.2,0.0413,0.149
1996,Hay,Crucial Conflict,Pop,18,20,105000,83,0.583,0.845,-3.455,0.287,0.11
1996,Where It's At,Beck,Alt. Rock,61,19,330946,43,0.671,0.68,-7.142,0.0536,0.076
1996,Twisted,Keith Sweat,Pop,2,38,188000,69,0.983,0.581,-3.291,0.0636,0.0806
1996,Don't Let Go (Love),En Vogue,R&B,2,35,291906,36,0.693,0.626,-6.496,0.0437,0.186
1996,Wonder,Natalie Merchant,Pop,20,38,232000,80,0.209,0.524,-12.437,0.0405,0.173
1996,Doin' Time,Sublime,SKA,87,7,253840,70,0.757,0.708,-5.121,0.0791,0.17
1996,Children,Robert Miles,Pop,21,20,317000,55,0.65,0.318,-13.928,0.0375,0.0962
1996,Until It Sleeps,Metallica,Rock,10,20,269000,58,0.919,0.562,-4.458,0.0293,0.142
1996,Set U Free,Planet Soul,Pop,26,26,193000,45,0.701,0.793,-4.764,0.0428,0.164
1996,Be My Lover,La Bouche,Pop,6,38,169000,80,0.973,0.589,-5.317,0.0426,0.45
1996,Jesus To A Child,George Michael,Pop,7,14,411000,59,0.415,0.534,-11.781,0.0278,0.0847
1996,Tell Me,Groove Theory,Pop,5,33,255000,10,0.67,0.553,-12.251,0.0329,0.0648
1996,Anything,3T,Pop,15,33,202000,76,0.291,0.388,-12.952,0.0421,0.0874
1996,Nobody Knows,The Tony Rich Project,Pop,2,47,195000,71,0.646,0.655,-4.322,0.116,0.156
1996,Who Do U Love,Deborah Cox,Pop,17,20,189000,47,0.637,0.782,-5.63,0.264,0.114
1996,If Your Girl Only Knew,Aaliyah,Pop,11,20,290000,57,0.741,0.841,-3.487,0.0359,0.11
1996,One Of Us,Joan Osborne,Pop,4,22,223000,56,0.951,0.46,-4.247,0.0757,0.143
1996,Hit Me Off,New Edition,R&B,3,20,261399,49,0.719,0.72,-4.571,0.0882,0.522
1996,If It Makes You Happy,Sheryl Crow,Pop,10,27,323000,63,0.682,0.543,-7.091,0.0289,0.104
1996,I Want To Come Over,Melissa Etheridge,Pop,22,20,324000,45,0.488,0.537,-9.874,0.0316,0.108
1996,Counting Blue Cars,Dishwalla,Pop,15,48,291000,57,0.79,0.454,-4.361,0.0285,0.225
1996,Hook,Blues Traveler,Pop,23,34,172000,68,0.82,0.547,-6.728,0.0805,0.3
1996,Hey Lover,LL Cool J,Pop,3,21,144000,73,0.482,0.48,-11.451,0.0364,0.345
1996,The World I Know,Collective Soul,Pop,19,34,255000,62,0.704,0.514,-4.724,0.0261,0.228
1996,Key West Intermezzo (I Saw You First),John Mellencamp,Pop,14,24,294000,45,0.858,0.673,-6.511,0.027,0.274
1996,Whateva Man,Redman,Rap,42,15,188546,38,0.712,0.581,-7.803,0.476,0.895
1996,The New Pollution,Beck,Alt. Rock,78,7,219986,43,0.769,0.671,-6.529,0.0268,0.32
1996,Fastlove,George Michael,Pop,8,19,324000,63,0.64,0.735,-7.522,0.072,0.345
1996,Where Do You Go,No Mercy,Pop,5,39,170000,55,0.299,0.37,-10.836,0.0457,0.113
1996,Sweet Dreams,La Bouche,Pop,13,32,173000,77,0.57,0.71,-4.99,0.0295,0.117
1997,Cupid,112,Pop,13,28,243000,76,0.744,0.72,-6.938,0.12,0.255
1997,All For You,Sister Hazel,Pop,11,41,218000,65,0.754,0.633,-6.497,0.0382,0.091
1997,I Love You Always Forever,Donna Lewis,Pop,2,41,239000,69,0.453,0.744,-11.977,0.0348,0.0898
1997,Change The World,Eric Clapton,Pop,5,43,201000,77,0.756,0.578,-5.82,0.115,0.249
1997,All By Myself,Celine Dion,Pop,4,20,312000,69,0.325,0.344,-10.005,0.0287,0.0686
1997,The Unforgiven II,Metallica,Rock,59,15,396000,58,0.884,0.49,-4.533,0.0428,0.27
1997,Dangerous,Busta Rhymes,Rap,9,19,217640,46,0.6,0.913,-8.446,0.202,0.117
1997,Return Of The Mack,Mark Morrison,Pop,2,40,213000,77,0.833,0.715,-5.379,0.108,0.164
1997,2 Become 1,Spice Girls,Pop,4,24,241000,65,0.665,0.645,-7.878,0.0268,0.238
1997,Criminal,Fiona Apple,Pop,21,20,232000,74,0.813,0.814,-3.023,0.0561,0.255
1997,Everyday Is A Winding Road,Sheryl Crow,Pop,11,20,256000,52,0.673,0.629,-8.285,0.0409,0.1
1997,Pony,Ginuwine,Pop,6,27,258000,86,0.65,0.61,-6.199,0.0474,0.11
1997,Never Make A Promise,Dru Hill,Pop,7,20,326000,44,0.465,0.731,-8.162,0.0281,0.201
1997,Love Don't Love You,En Vogue,R&B,36,16,238173,15,0.643,0.832,-6.754,0.0302,0.246
1997,Gettin' Jiggy Wit It,Will Smith,Rap,1,32,227933,72,0.874,0.881,-4.505,0.139,0.154
1997,A Song For Mama,Boyz II Men,R&B,7,20,303373,49,0.44,0.569,-8.948,0.0349,0.143
1997,Every Time I Close My Eyes,Babyface,Pop,6,26,296000,60,0.417,0.654,-7.699,0.025,0.0963
1997,The Mummers' Dance,Loreena McKennitt,Folk,18,20,367440,43,0.456,0.548,-11.53,0.0289,0.0892
1997,Barely Breathing,Duncan Sheik,Pop,16,55,254000,58,0.807,0.482,-6.976,0.0457,0.177
1997,Barbie Girl,Aqua,Pop,7,16,197000,76,0.879,0.812,-10.998,0.0397,0.365
1997,I Want You,Savage Garden,Pop,4,33,176000,78,0.538,0.469,-13.559,0.0575,0.37
1997,My Body,LSG,Pop,4,20,244000,58,0.9,0.486,-6.482,0.0768,0.571
1997,Don't Be Stupid (You Know I Love You),Shania Twain,Country,40,16,214011,52,0.657,0.782,-4.952,0.0321,0.351
1997,The One I Gave My Heart To,Aaliyah,Pop,9,20,270000,52,0.493,0.702,-7.631,0.041,0.112
1997,Cold Rock A Party,MC Lyte,Pop,11,20,247000,49,0.744,0.896,-5.239,0.246,0.108
1997,This Is Your Night,Amber,Pop,24,40,238000,58,0.908,0.674,-3.262,0.0325,0.121
1997,Invisible Man,98 Degrees,Pop,12,28,168000,42,0.718,0.429,-11.46,0.0293,0.0657
1997,G.H.E.T.T.O.U.T.,Changing Faces,Pop,8,25,264000,45,0.312,0.71,-6.918,0.0325,0.0682
1997,4 Seasons Of Loneliness,Boyz II Men,Pop,1,20,292000,45,0.488,0.58,-10.494,0.0437,0.115
1997,Un-Break My Heart,Toni Braxton,Pop,1,42,270000,69,0.426,0.625,-8.4,0.0271,0.116
1997,Get It Together,702,Pop,10,20,250000,68,0.721,0.781,-9.133,0.0514,0.104
1997,Secret Garden,Bruce Springsteen,Pop,19,23,266000,63,0.329,0.52,-14.224,0.0266,0.12
1997,The Freshmen,The Verve Pipe,Pop,5,42,269000,60,0.505,0.571,-9.312,0.0238,0.109
1997,In My Bed,Dru Hill,Pop,4,25,354000,69,0.608,0.576,-13.537,0.0321,0.106
1997,When You Love A Woman,Journey,Pop,12,22,178000,64,0.728,0.679,-9.539,0.0378,0.0506
1997,Wonderful,Everclear,Alt. Rock,11,21,280813,54,0.817,0.514,-6.489,0.05,0.346
1997,Butta Love,Next,Pop,16,23,296000,50,0.441,0.735,-8.412,0.0407,0.0967
1997,Semi-Charmed Life,Third Eye Blind,Alt. Rock,4,43,268360,76,0.864,0.64,-6.576,0.0314,0.123
1997,Sunny Came Home,Shawn Colvin,Pop,7,32,264000,53,0.579,0.558,-8.05,0.0324,0.0989
1997,What Kind Of Man Would I Be,Mint Condition,Pop,17,24,264000,50,0.498,0.651,-8.868,0.0318,0.143
1997,Building A Mystery,Sarah McLachlan,Pop,13,22,247000,52,0.518,0.505,-8.601,0.023,0.129
1997,What About Us,Total,Pop,16,24,269000,74,0.588,0.491,-6.177,0.0506,0.0906
1997,King Of The Dancehall,Beenie Man,Reggae,80,12,217106,52,0.829,0.81,-5.646,0.108,0.0539
1997,Bitch,Meredith Brooks,Pop,2,30,310000,71,0.698,0.587,-8.948,0.0943,0.442
1997,Wannabe,Spice Girls,Pop,1,23,173000,80,0.864,0.768,-6.149,0.0324,0.162
1997,Honey,Mariah Carey,Pop,1,20,135000,76,0.688,0.74,-4.361,0.0916,0.138
1997,Hypnotize,The Notorious B.I.G.,Pop,1,20,229000,79,0.697,0.901,-3.439,0.28,0.287
1997,Your Woman,White Town,Pop,23,20,259000,69,0.605,0.815,-9.118,0.0368,0.114
1997,On & On,Erykah Badu,R&B,12,19,226133,68,0.403,0.761,-10.424,0.158,0.256
1997,Gotham City,R. Kelly,Pop,9,20,152000,46,0.717,0.687,-7.177,0.271,0.354
1997,Where Have All The Cowboys Gone?,Paula Cole,Pop,8,21,263000,48,0.826,0.588,-6.182,0.0569,0.454
1997,Smack My Bitch Up,The Prodigy,EDM,89,7,343386,50,0.995,0.604,-3.641,0.164,0.109
1997,I Can Love You,Mary J. Blige,R&B,28,19,286400,61,0.614,0.635,-7.165,0.197,0.415
1997,How Do I Live,LeAnn Rimes,Pop,2,69,266000,67,0.462,0.577,-7.989,0.0279,0.0822
1998,Kiss The Rain,Billie Myers,Pop,15,31,260000,60,0.0519,0.56,-22.616,0.0423,0.117
1998,All My Life,K-Ci & JoJo,Pop,1,36,190000,75,0.92,0.591,-4.135,0.0766,0.121
1998,Are You Jimmy Ray?,Jimmy Ray,Pop,13,18,201000,38,0.914,0.75,-5.707,0.0704,0.392
1998,Stop,Spice Girls,Pop,16,19,212000,71,0.968,0.458,-3.49,0.0636,0.105
1998,Come And Get With Me,Keith Sweat Featuring Snoop Dogg,Pop,12,15,296000,36,0.432,0.826,-7.445,0.227,0.166
1998,Westside,TQ,Pop,12,16,122000,56,0.394,0.949,-12.084,0.499,0.123
1998,My Heart Will Go On,Celine Dion,Pop,1,20,280000,75,0.276,0.428,-11.729,0.0312,0.117
1998,My Way,Usher,Pop,2,24,219000,80,0.913,0.818,-3.06,0.0426,0.161
1998,Special,Garbage,Alt. Rock,52,13,223602,42,0.944,0.443,-3.71,0.0377,0.369
1998,I Don't Want To Miss A Thing,Mark Chesnutt,Country,17,20,246226,41,0.47,0.496,-10.415,0.0333,0.134
1998,Gone Till November,Wyclef Jean,Pop,7,20,161000,58,0.537,0.478,-8.378,0.111,0.271
1998,Ruff Ryders' Anthem,DMX,Rap,16,5,214440,69,0.577,0.88,-8.093,0.301,0.201
1998,Sex And Candy,Marcy Playground,Pop,8,28,264000,41,0.38,0.805,-9.713,0.0352,0.0629
1998,Who Am I,Beenie Man,Reggae,40,20,196000,58,0.754,0.628,-8.777,0.472,0.12
1998,I Do,Lisa Loeb,Pop,17,22,218000,68,0.742,0.696,-8.298,0.0558,0.114
1998,My Little Secret,Xscape,Pop,9,14,268000,49,0.431,0.814,-9.125,0.0936,0.335
